Player,Squad,League,Nation,Primary_Pos,Age_Years,MP,Min,Gls,Ast,G+A,Gls_p90,Ast_p90,GA_p90,Sh_p90,SoT_p90,Int_p90,Crs_p90,Fld_p90,G_Sh,CrdY,CrdR,Attacker_Index,Creator_Index,Defensive_Index,Overall_Index,Archetype_V2,Hidden_Gem,WC_Watchlist_V2
Diogo Dalot,Manchester Utd,Premier League,POR,DF,27.0,33,2524,1,3,4,0.0357142857142857,0.1071428571428571,0.1428571428571428,0.8571428571428571,0.2142857142857142,0.0714285714285714,2.0357142857142856,0.5,0.04,5.0,0.0,61.4,77.9,32.8,41.1,Overlapping Fullback,False,False
William Saliba,Arsenal,Premier League,FRA,DF,25.0,30,2524,1,0,1,0.0357142857142857,0.0,0.0357142857142857,0.1785714285714285,0.0357142857142857,0.0357142857142857,0.3214285714285714,0.5714285714285714,0.2,2.0,0.0,31.4,32.6,34.1,83.0,Defensive Anchor,False,True
Scott McTominay,Napoli,Serie A,SCO,MF,29.0,30,2521,9,3,12,0.3214285714285714,0.1071428571428571,0.4285714285714285,3.607142857142857,1.2142857142857142,0.0714285714285714,0.3571428571428571,2.607142857142857,0.1,1.0,0.0,78.6,51.9,72.0,62.5,Deep-Lying Creator,False,False
Gerónimo Rulli,Marseille,Ligue 1,ARG,GK,33.0,28,2520,0,0,0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,0.0,25.8,15.3,Goalkeeper,False,False
Montassar Talbi,Lorient,Ligue 1,TUN,DF,27.0,28,2520,0,1,1,0.0,0.0357142857142857,0.0357142857142857,0.5,0.0714285714285714,0.0714285714285714,0.1785714285714285,0.4642857142857143,0.0,3.0,0.0,27.6,40.6,40.5,38.1,Defensive Anchor,False,False
Joe Scally,Gladbach,Bundesliga,USA,MF,23.0,31,2518,2,3,5,0.0714285714285714,0.1071428571428571,0.1785714285714285,0.5714285714285714,0.3571428571428571,0.0357142857142857,1.6785714285714286,1.8214285714285716,0.13,8.0,0.0,40.9,44.6,22.1,40.6,Deep-Lying Creator,False,False
Marco Friedl,Werder Bremen,Bundesliga,AUT,DF,28.0,29,2501,1,0,1,0.0359712230215827,0.0,0.0359712230215827,0.2877697841726618,0.0719424460431654,0.1079136690647482,0.539568345323741,0.5755395683453237,0.13,9.0,1.0,36.1,38.4,48.4,45.0,Defensive Anchor,False,False
Casemiro,Manchester Utd,Premier League,BRA,MF,34.0,33,2491,9,2,11,0.3249097472924188,0.0722021660649819,0.3971119133574007,1.8772563176895307,0.6498194945848376,0.1083032490974729,0.6859205776173285,1.2996389891696751,0.17,11.0,1.0,79.1,40.2,62.8,74.0,Ball-Winning Midfielder,False,False
Alessandro Circati,Parma,Serie A,AUS,DF,22.0,29,2484,1,0,1,0.036231884057971,0.0,0.036231884057971,0.2898550724637681,0.036231884057971,0.072463768115942,0.181159420289855,0.6521739130434783,0.13,6.0,0.0,36.8,27.5,35.0,34.0,Defensive Anchor,False,False
Aurélien Tchouaméni,Real Madrid,La Liga,FRA,MF,26.0,31,2483,1,0,1,0.036231884057971,0.0,0.036231884057971,1.6304347826086956,0.253623188405797,0.144927536231884,0.2898550724637681,0.9782608695652172,0.02,8.0,0.0,15.7,11.1,68.7,76.0,Deep-Lying Creator,False,True
Pedro Neto,Chelsea,Premier League,POR,MF,26.0,32,2479,5,4,9,0.1818181818181818,0.1454545454545454,0.3272727272727272,1.6727272727272726,0.4727272727272727,0.0,6.6909090909090905,0.9090909090909092,0.11,4.0,1.0,56.6,62.8,22.0,55.7,Winger,False,False
Alexis Mac Allister,Liverpool,Premier League,ARG,MF,27.0,35,2478,2,4,6,0.0727272727272727,0.1454545454545454,0.2181818181818181,1.8909090909090909,0.4363636363636363,0.0363636363636363,0.7272727272727273,1.1636363636363636,0.04,7.0,0.0,29.0,41.8,24.5,75.0,Box-to-Box Midfielder,False,False
Jurriën Timber,Arsenal,Premier League,NED,DF,24.0,30,2454,3,5,8,0.1098901098901098,0.1831501831501831,0.293040293040293,0.9157509157509156,0.2564102564102564,0.0732600732600732,1.684981684981685,1.0622710622710625,0.12,5.0,0.0,84.6,82.2,45.1,53.8,Overlapping Fullback,False,False
Manu Koné,Roma,Serie A,FRA,MF,24.0,28,2437,2,3,5,0.07380073800738,0.1107011070110701,0.1845018450184501,0.7749077490774907,0.1845018450184501,0.07380073800738,0.03690036900369,1.955719557195572,0.1,2.0,0.0,30.3,36.2,68.9,36.7,Deep-Lying Creator,False,False
Álex Grimaldo,Leverkusen,Bundesliga,ESP,MF,30.0,28,2431,8,7,15,0.2962962962962963,0.2592592592592592,0.5555555555555556,2.259259259259259,0.7777777777777778,0.037037037037037,6.444444444444445,1.0740740740740742,0.08,5.0,0.0,69.6,79.4,29.9,76.0,Box-to-Box Midfielder,False,True
Nico Schlotterbeck,Dortmund,Bundesliga,GER,DF,26.0,27,2430,5,1,6,0.1851851851851851,0.037037037037037,0.2222222222222222,1.1851851851851851,0.3333333333333333,0.074074074074074,1.148148148148148,1.0,0.16,8.0,0.0,95.9,60.1,37.7,47.8,Defensive Anchor,False,False
Yukinari Sugawara,Werder Bremen,Bundesliga,JPN,DF,25.0,31,2428,0,6,6,0.0,0.2222222222222222,0.2222222222222222,1.1111111111111112,0.4074074074074074,0.037037037037037,2.740740740740741,0.4074074074074074,0.0,2.0,1.0,49.6,91.7,29.8,38.3,Overlapping Fullback,False,False
Matheus Cunha,Manchester Utd,Premier League,BRA,MF,26.0,32,2415,9,2,11,0.335820895522388,0.0746268656716417,0.4104477611940298,3.3582089552238803,1.3059701492537312,0.0746268656716417,1.828358208955224,2.014925373134328,0.11,4.0,0.0,82.5,52.9,59.5,62.7,Deep-Lying Creator,False,False
Miro Muheim,Hamburger SV,Bundesliga,SUI,MF,28.0,28,2407,0,4,4,0.0,0.149812734082397,0.149812734082397,0.898876404494382,0.2621722846441948,0.0749063670411985,5.543071161048689,1.872659176029963,0.0,7.0,1.0,10.9,60.9,51.1,41.6,Winger,False,False
Mark McKenzie,Toulouse,Ligue 1,USA,DF,27.0,29,2404,0,2,2,0.0,0.0749063670411985,0.0749063670411985,0.2247191011235955,0.0374531835205992,0.0749063670411985,0.149812734082397,0.449438202247191,0.0,7.0,1.0,15.4,47.8,29.5,28.6,Defensive Anchor,False,False
Kylian Mbappé,Real Madrid,La Liga,FRA,FW,27.0,28,2397,24,4,28,0.9022556390977444,0.150375939849624,1.0526315789473684,5.488721804511278,2.3684210526315788,0.0,0.9774436090225564,1.3533834586466165,0.12,4.0,0.0,83.1,63.5,41.1,85.0,Pure Goal Scorer,False,True
Yan Diomandé,RB Leipzig,Bundesliga,CIV,FW,19.0,32,2393,12,7,19,0.4511278195488721,0.2631578947368421,0.7142857142857143,1.9924812030075187,0.9774436090225564,0.037593984962406,1.6917293233082706,1.2781954887218046,0.23,2.0,0.0,44.6,71.9,61.4,48.5,Target Forward,False,False
Renato Veiga,Villarreal,La Liga,POR,DF,22.0,31,2391,0,0,0,0.0,0.0,0.0,0.3383458646616541,0.112781954887218,0.075187969924812,0.075187969924812,0.225563909774436,0.0,5.0,1.0,19.2,20.3,29.5,26.5,Defensive Anchor,False,False
Warren Zaïre-Emery,Paris Saint-Germain,Ligue 1,FRA,DF,20.0,31,2390,3,4,7,0.112781954887218,0.150375939849624,0.2631578947368421,0.7142857142857143,0.2631578947368421,0.037593984962406,0.5639097744360902,0.6390977443609023,0.16,3.0,0.0,74.8,71.7,34.3,43.2,Defensive Anchor,True,True
Wesley,Roma,Serie A,BRA,MF,22.0,29,2379,5,0,5,0.1893939393939394,0.0,0.1893939393939394,0.946969696969697,0.4924242424242424,0.0757575757575757,3.5984848484848486,2.159090909090909,0.2,7.0,2.0,66.9,43.1,51.5,51.2,Winger,False,False
Santiago Bueno,Wolves,Premier League,URU,DF,27.0,27,2373,3,1,4,0.1136363636363636,0.0378787878787878,0.1515151515151515,0.3787878787878788,0.2651515151515151,0.0757575757575757,0.2272727272727273,0.4166666666666667,0.3,4.0,0.0,62.3,43.8,39.0,42.0,Defensive Anchor,False,False
Adrien Rabiot,Milan,Serie A,FRA,MF,31.0,27,2370,6,4,10,0.2281368821292775,0.1520912547528517,0.3802281368821292,1.7490494296577943,0.4562737642585551,0.0760456273764258,2.2053231939163496,2.091254752851711,0.13,6.0,1.0,65.1,65.0,54.3,62.6,Deep-Lying Creator,False,False
Daniel Svensson,Dortmund,Bundesliga,SWE,MF,24.0,32,2364,2,2,4,0.0760456273764258,0.0760456273764258,0.1520912547528517,0.4562737642585551,0.1520912547528517,0.0760456273764258,4.904942965779467,0.8365019011406843,0.17,0.0,0.0,37.6,41.8,76.9,42.9,Winger,False,False
Luis Díaz,Bayern Munich,Bundesliga,COL,MF,29.0,31,2357,15,13,28,0.5725190839694657,0.4961832061068702,1.068702290076336,3.3587786259541987,1.4122137404580153,0.0381679389312977,1.717557251908397,1.450381679389313,0.17,7.0,1.0,94.5,78.7,25.2,77.1,Winger,False,True
Luka Vušković,Hamburger SV,Bundesliga,CRO,DF,19.0,27,2352,6,0,6,0.2298850574712643,0.0,0.2298850574712643,1.2260536398467432,0.3831417624521072,0.1532567049808429,0.0766283524904214,1.2260536398467432,0.16,6.0,0.0,97.5,21.0,75.0,71.3,Ball-Winning Defender,True,True
Florian Wirtz,Liverpool,Premier League,GER,MF,23.0,31,2335,5,3,8,0.193050193050193,0.1158301158301158,0.3088803088803089,1.9691119691119687,0.694980694980695,0.0386100386100386,1.2355212355212355,0.7335907335907337,0.1,1.0,0.0,61.4,41.8,48.4,48.1,Winger,False,False
Maghnes Akliouche,Monaco,Ligue 1,FRA,MF,24.0,30,2334,6,6,12,0.2316602316602316,0.2316602316602316,0.4633204633204633,1.8532818532818531,0.7335907335907337,0.0386100386100386,2.0463320463320462,1.38996138996139,0.13,3.0,0.0,72.7,68.0,39.0,65.1,Deep-Lying Creator,False,False
Aïssa Mandi,Lille,Ligue 1,ALG,DF,34.0,28,2334,1,0,1,0.0386100386100386,0.0,0.0386100386100386,0.5405405405405406,0.1544401544401544,0.1544401544401544,0.3861003861003861,0.6563706563706564,0.07,8.0,0.0,48.3,34.8,63.4,56.9,Ball-Winning Defender,False,False
Nathan Ngoy,Lille,Ligue 1,BEL,DF,22.0,28,2315,1,2,3,0.0389105058365758,0.0778210116731517,0.1167315175097276,0.8560311284046693,0.2334630350194552,0.1167315175097276,0.2334630350194552,0.4280155642023346,0.05,10.0,1.0,62.9,53.3,45.1,47.3,Defensive Anchor,False,False
Haris Tabakovic,Gladbach,Bundesliga,BIH,FW,31.0,31,2309,12,3,15,0.4669260700389105,0.1167315175097276,0.5836575875486382,2.607003891050584,1.050583657587549,0.0,0.0778210116731517,0.7782101167315175,0.19,5.0,0.0,44.4,35.1,26.7,41.0,Target Forward,False,False
Bruno Guimarães,Newcastle United,Premier League,BRA,MF,28.0,27,2298,9,5,14,0.3529411764705882,0.196078431372549,0.5490196078431373,1.6470588235294117,0.9019607843137256,0.0392156862745098,3.215686274509804,2.9411764705882355,0.17,6.0,0.0,85.2,77.5,28.5,73.3,Winger,False,False
Crysencio Summerville,West Ham United,Premier League,NED,MF,24.0,29,2290,5,1,6,0.1968503937007874,0.0393700787401574,0.2362204724409449,2.125984251968504,0.5905511811023623,0.0393700787401574,2.322834645669292,2.6377952755905514,0.09,6.0,0.0,58.4,43.8,29.1,46.1,Winger,False,False
Javi Rodríguez,Celta Vigo,La Liga,ESP,DF,22.0,30,2288,0,1,1,0.0,0.0393700787401574,0.0393700787401574,0.4724409448818898,0.0393700787401574,0.0787401574803149,0.0393700787401574,1.299212598425197,0.0,5.0,0.0,26.2,30.4,51.8,44.6,Defensive Anchor,False,False
Harry Kane,Bayern Munich,Bundesliga,ENG,FW,32.0,30,2287,33,5,38,1.299212598425197,0.1968503937007874,1.4960629921259845,4.685039370078741,2.6377952755905514,0.0,0.4724409448818898,1.2598425196850394,0.22,1.0,0.0,95.9,69.9,36.7,90.0,Complete Forward,False,True
Michael Olise,Bayern Munich,Bundesliga,FRA,MF,24.0,31,2286,15,19,34,0.5905511811023623,0.7480314960629921,1.3385826771653544,4.015748031496063,1.968503937007874,0.0393700787401574,5.748031496062993,2.283464566929134,0.15,8.0,0.0,94.8,97.5,24.8,86.8,Winger,True,True
Matias Fernandez-Pardo,Lille,Ligue 1,BEL,FW,21.0,28,2280,8,5,13,0.3162055335968379,0.1976284584980237,0.5138339920948617,2.6877470355731226,1.1857707509881423,0.0,2.2529644268774702,1.5810276679841897,0.09,5.0,0.0,30.1,60.0,45.6,34.4,Target Forward,False,False
Kristian Thorstvedt,Sassuolo,Serie A,NOR,MF,27.0,30,2280,4,4,8,0.1581027667984189,0.1581027667984189,0.3162055335968379,1.699604743083004,0.5138339920948617,0.1185770750988142,0.5138339920948617,2.2529644268774702,0.09,9.0,0.0,50.6,52.9,65.4,51.9,Deep-Lying Creator,False,False
Jamie Leweling,Stuttgart,Bundesliga,GER,MF,25.0,31,2277,7,9,16,0.2766798418972332,0.3557312252964427,0.6324110671936759,1.9367588932806323,0.7114624505928854,0.0395256916996047,4.861660079051383,1.699604743083004,0.14,4.0,0.0,76.6,86.1,36.2,75.6,Box-to-Box Midfielder,False,False
Ritsu Doan,Eintracht Frankfurt,Bundesliga,JPN,MF,27.0,30,2274,5,5,10,0.1976284584980237,0.1976284584980237,0.3952569169960474,1.6205533596837944,0.5928853754940712,0.0395256916996047,4.387351778656126,1.383399209486166,0.12,5.0,0.0,64.2,70.9,32.6,62.9,Winger,False,False
Federico Viñas,Oviedo,La Liga,URU,FW,27.0,31,2271,9,1,10,0.3571428571428571,0.0396825396825396,0.3968253968253968,2.261904761904762,0.8333333333333334,0.0396825396825396,0.119047619047619,2.738095238095238,0.12,7.0,3.0,24.9,13.9,82.2,25.4,Target Forward,False,False
Axel Witsel,Girona,La Liga,BEL,MF,37.0,28,2268,1,2,3,0.0396825396825396,0.0793650793650793,0.119047619047619,0.7936507936507937,0.1984126984126984,0.119047619047619,0.0396825396825396,1.4682539682539684,0.05,2.0,1.0,16.4,24.3,87.4,27.0,Deep-Lying Creator,False,False
Lamine Yamal,Barcelona,La Liga,ESP,MF,18.0,28,2262,16,11,27,0.6374501992031872,0.4382470119521912,1.0756972111553784,4.661354581673306,1.4741035856573703,0.0,3.0677290836653386,2.0717131474103585,0.11,1.0,0.0,88.9,88.4,36.0,80.9,Winger,True,True
Elisha Owusu,Auxerre,Ligue 1,GHA,MF,28.0,28,2254,0,0,0,0.0,0.0,0.0,0.28,0.0,0.08,0.04,0.88,0.0,7.0,0.0,4.1,7.5,53.1,10.5,Deep-Lying Creator,False,False
Fabian Rieder,Augsburg,Bundesliga,SUI,MF,24.0,31,2253,6,3,9,0.24,0.12,0.36,1.52,0.52,0.04,4.64,1.52,0.11,4.0,0.0,64.9,64.3,36.8,59.9,Winger,False,False
Robin Hranáč,Hoffenheim,Bundesliga,CZE,DF,26.0,29,2251,1,0,1,0.04,0.0,0.04,0.32,0.12,0.08,0.24,0.4,0.13,5.0,0.0,38.4,30.4,35.1,34.1,Defensive Anchor,False,False
Alisson,Liverpool,Premier League,BRA,GK,33.0,25,2250,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,0.0,0.0,0.0,33.8,87.0,Goalkeeper,False,False
Yehvann Diouf,Nice,Ligue 1,SEN,GK,26.0,25,2250,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1.0,0.0,0.0,0.0,33.8,19.7,Goalkeeper,False,False
Nicolas Pépé,Villarreal,La Liga,CIV,MF,30.0,34,2244,8,6,14,0.321285140562249,0.2409638554216867,0.5622489959839357,2.5301204819277108,1.0040160642570282,0.0401606425702811,2.85140562248996,1.7269076305220885,0.11,4.0,0.0,79.2,75.7,37.3,70.9,Winger,False,False
Brenden Aaronson,Leeds United,Premier League,USA,MF,25.0,34,2239,4,5,9,0.1606425702811245,0.2008032128514056,0.3614457831325301,1.887550200803213,0.6827309236947792,0.0401606425702811,1.4859437751004017,2.048192771084337,0.09,3.0,0.0,55.6,64.1,41.9,57.1,Deep-Lying Creator,False,False
Gideon Mensah,Auxerre,Ligue 1,GHA,DF,27.0,29,2237,0,1,1,0.0,0.0401606425702811,0.0401606425702811,0.0401606425702811,0.0,0.0803212851405622,2.570281124497992,1.3654618473895583,0.0,8.0,0.0,12.5,69.9,46.2,42.2,Overlapping Fullback,False,False
Bazoumana Touré,Hoffenheim,Bundesliga,CIV,MF,20.0,29,2233,5,9,14,0.2016129032258064,0.3629032258064516,0.564516129032258,1.9354838709677415,0.5241935483870968,0.0,4.758064516129032,1.1693548387096775,0.1,2.0,0.0,58.7,81.5,31.8,66.4,Box-to-Box Midfielder,False,False
Jarell Quansah,Leverkusen,Bundesliga,ENG,DF,23.0,27,2209,3,0,3,0.1224489795918367,0.0,0.1224489795918367,0.7346938775510204,0.3265306122448979,0.0816326530612244,0.8979591836734694,0.8571428571428571,0.22,9.0,0.0,76.5,44.2,38.6,43.4,Defensive Anchor,False,False
Ladislav Krejčí,Wolves,Premier League,CZE,DF,27.0,26,2201,2,1,3,0.0816326530612244,0.0408163265306122,0.1224489795918367,0.8571428571428571,0.4081632653061224,0.1224489795918367,0.6938775510204082,0.2857142857142857,0.1,5.0,1.0,72.9,57.6,51.3,53.3,Defensive Anchor,False,False
Viktor Gyökeres,Arsenal,Premier League,SWE,FW,27.0,34,2198,14,1,15,0.5737704918032788,0.040983606557377,0.6147540983606558,2.2540983606557377,0.9016393442622952,0.0,0.3278688524590164,1.2704918032786885,0.2,5.0,0.0,47.5,26.5,37.8,42.4,Pure Goal Scorer,False,False
Joshua Kimmich,Bayern Munich,Bundesliga,GER,MF,31.0,28,2190,2,6,8,0.0823045267489712,0.2469135802469135,0.3292181069958848,1.1522633744855966,0.411522633744856,0.0823045267489712,5.185185185185185,0.8641975308641975,0.07,4.0,0.0,34.4,68.6,62.9,82.0,Deep-Lying Creator,False,True
Daniel Muñoz,Crystal Palace,Premier League,COL,MF,29.0,26,2183,4,2,6,0.1646090534979424,0.0823045267489712,0.2469135802469135,1.0699588477366255,0.4938271604938271,0.0823045267489712,2.551440329218107,0.7407407407407407,0.15,7.0,0.0,60.2,40.5,54.1,47.1,Winger,False,False
Julian Ryerson,Dortmund,Bundesliga,NOR,MF,28.0,30,2179,0,14,14,0.0,0.578512396694215,0.578512396694215,0.4958677685950413,0.0413223140495867,0.0413223140495867,10.330578512396697,0.8677685950413223,0.0,8.0,0.0,4.3,85.3,27.1,49.4,Advanced Playmaker,False,False
Malo Gusto,Chelsea,Premier League,FRA,DF,22.0,33,2177,2,3,5,0.0826446280991735,0.1239669421487603,0.2066115702479339,0.4958677685950413,0.2479338842975206,0.1239669421487603,2.396694214876033,0.8264462809917356,0.17,5.0,1.0,56.8,80.8,64.5,62.7,Overlapping Fullback,False,False
Lee Jae-sung,Mainz 05,Bundesliga,KOR,MF,33.0,27,2162,4,2,6,0.1666666666666666,0.0833333333333333,0.25,1.25,0.375,0.0833333333333333,1.2916666666666667,0.9166666666666666,0.13,4.0,0.0,54.5,35.9,63.4,43.5,Deep-Lying Creator,False,False
Amad Diallo,Manchester Utd,Premier League,CIV,MF,23.0,30,2161,2,2,4,0.0833333333333333,0.0833333333333333,0.1666666666666666,2.208333333333333,0.9583333333333334,0.0416666666666666,1.9166666666666667,1.5833333333333333,0.04,2.0,0.0,43.5,40.1,47.9,40.6,Winger,False,False
Folarin Balogun,Monaco,Ligue 1,USA,FW,24.0,29,2155,13,4,17,0.5439330543933055,0.1673640167364017,0.7112970711297072,3.2217573221757325,1.3389121338912136,0.0,0.5857740585774059,1.5481171548117156,0.13,4.0,1.0,50.9,53.7,45.0,49.2,Target Forward,False,False
Andrej Kramarić,Hoffenheim,Bundesliga,CRO,MF,34.0,33,2153,14,6,20,0.5857740585774059,0.2510460251046025,0.8368200836820084,2.677824267782427,1.380753138075314,0.0,3.4309623430962346,0.5857740585774059,0.14,2.0,0.0,92.8,73.1,31.8,73.1,Box-to-Box Midfielder,False,False
Deniz Undav,Stuttgart,Bundesliga,GER,FW,29.0,28,2151,19,6,25,0.794979079497908,0.2510460251046025,1.0460251046025104,5.1882845188284525,1.9246861924686196,0.0,0.6694560669456068,0.9623430962343096,0.15,5.0,0.0,81.5,73.6,31.1,74.9,Complete Forward,False,False
Raúl Jiménez,Fulham,Premier League,MEX,FW,35.0,34,2146,9,3,12,0.3781512605042016,0.1260504201680672,0.5042016806722689,3.0672268907563023,0.7563025210084033,0.0,0.2941176470588235,1.4285714285714286,0.07,5.0,0.0,25.1,35.0,42.5,26.4,Target Forward,False,False
Arthur Theate,Eintracht Frankfurt,Bundesliga,BEL,DF,25.0,24,2141,1,0,1,0.042016806722689,0.0,0.042016806722689,0.6302521008403361,0.2941176470588235,0.1260504201680672,0.5462184873949579,0.5462184873949579,0.07,8.0,0.0,52.8,39.1,52.5,49.3,Defensive Anchor,False,False
Éderson,Atalanta,Serie A,BRA,MF,26.0,29,2140,2,1,3,0.0840336134453781,0.042016806722689,0.1260504201680672,1.4705882352941175,0.4621848739495798,0.0840336134453781,0.5042016806722689,1.680672268907563,0.03,3.0,0.0,31.3,24.6,68.4,30.2,Deep-Lying Creator,False,False
Vitinha,Genoa,Serie A,POR,FW,26.0,34,2136,5,1,6,0.2109704641350211,0.0421940928270042,0.2531645569620253,2.7426160337552745,0.8438818565400844,0.0421940928270042,2.827004219409283,2.869198312236287,0.08,5.0,0.0,19.4,27.1,85.1,78.0,Winger,False,True
Bukayo Saka,Arsenal,Premier League,ENG,FW,24.0,30,2132,7,4,11,0.2953586497890295,0.1687763713080168,0.4641350210970464,2.9957805907173,1.139240506329114,0.0421940928270042,5.147679324894515,2.278481012658228,0.08,2.0,0.0,27.0,54.3,82.9,32.6,Winger,False,False
Jean-Philippe Mateta,Crystal Palace,Premier League,FRA,FW,28.0,29,2115,11,0,11,0.4680851063829787,0.0,0.4680851063829787,2.6808510638297878,1.3617021276595744,0.0,0.4680851063829787,0.8085106382978723,0.13,2.0,0.0,45.8,17.7,27.8,39.1,Target Forward,False,False
Jhon Lucumí,Bologna,Serie A,COL,DF,27.0,27,2107,1,0,1,0.0427350427350427,0.0,0.0427350427350427,0.3418803418803419,0.0854700854700854,0.1282051282051282,0.0427350427350427,0.811965811965812,0.13,5.0,0.0,40.6,16.3,65.4,54.5,Defensive Anchor,False,False
Dan Burn,Newcastle United,Premier League,ENG,DF,34.0,27,2100,1,2,3,0.0429184549356223,0.0858369098712446,0.1287553648068669,0.4291845493562232,0.1287553648068669,0.0858369098712446,0.6008583690987124,0.5579399141630901,0.1,11.0,1.0,45.5,63.8,33.2,36.6,Defensive Anchor,False,False
Idrissa Gana Gueye,Everton,Premier League,SEN,MF,36.0,25,2093,2,3,5,0.0858369098712446,0.1287553648068669,0.2145922746781116,1.2446351931330473,0.3004291845493562,0.0858369098712446,0.815450643776824,1.330472103004292,0.07,1.0,1.0,30.3,41.4,78.1,39.5,Deep-Lying Creator,False,False
Felix Nmecha,Dortmund,Bundesliga,GER,MF,25.0,28,2086,2,3,5,0.0862068965517241,0.1293103448275862,0.2155172413793103,1.4224137931034484,0.3017241379310345,0.0862068965517241,0.3017241379310345,0.9482758620689656,0.06,0.0,0.0,28.9,34.8,80.6,35.8,Deep-Lying Creator,False,False
Jules Koundé,Barcelona,La Liga,FRA,DF,27.0,28,2081,1,3,4,0.0432900432900432,0.1298701298701298,0.1731601731601731,0.6060606060606061,0.1731601731601731,0.1298701298701298,1.7316017316017316,1.0389610389610389,0.07,6.0,0.0,53.5,77.4,67.0,75.0,Overlapping Fullback,False,True
Gleison Bremer,Juventus,Serie A,BRA,DF,29.0,25,2081,4,3,7,0.1731601731601731,0.1298701298701298,0.303030303030303,0.9956709956709956,0.3896103896103896,0.1298701298701298,0.0432900432900432,0.4329004329004329,0.17,5.0,0.0,92.5,45.1,58.2,59.5,Defensive Anchor,False,False
Charles De Ketelaere,Atalanta,Serie A,BEL,MF,25.0,29,2067,3,5,8,0.1304347826086956,0.217391304347826,0.3478260869565217,2.0,0.6956521739130435,0.0,2.0,1.565217391304348,0.07,4.0,0.0,48.5,64.5,22.0,52.3,Deep-Lying Creator,False,False
Duje Ćaleta-Car,Real Sociedad,La Liga,CRO,DF,29.0,26,2060,1,0,1,0.0436681222707423,0.0,0.0436681222707423,0.5676855895196506,0.131004366812227,0.0873362445414847,0.0436681222707423,0.3493449781659389,0.08,6.0,1.0,51.9,17.0,33.9,33.4,Defensive Anchor,False,False
Mohamed Salah,Liverpool,Premier League,EGY,MF,33.0,25,2056,7,6,13,0.3070175438596491,0.2631578947368421,0.5701754385964912,2.982456140350877,0.8333333333333333,0.0,5.131578947368421,0.7017543859649122,0.09,1.0,0.0,71.9,75.9,36.0,82.0,Winger,False,True
Rúben Dias,Manchester City,Premier League,POR,DF,28.0,25,2051,2,0,2,0.087719298245614,0.0,0.087719298245614,0.4385964912280701,0.175438596491228,0.087719298245614,0.3947368421052631,0.3947368421052631,0.2,3.0,0.0,40.0,35.5,46.5,82.0,Defensive Anchor,False,True
Giovanni Simeone,Torino,Serie A,ARG,FW,30.0,30,2050,11,0,11,0.4824561403508772,0.0,0.4824561403508772,3.421052631578948,1.2280701754385963,0.0,0.3947368421052631,1.7982456140350878,0.14,1.0,0.0,48.1,16.7,49.4,41.6,Target Forward,False,False
Tomáš Souček,West Ham United,Premier League,CZE,MF,31.0,33,2048,5,0,5,0.219298245614035,0.0,0.219298245614035,1.1403508771929824,0.6140350877192983,0.043859649122807,0.6140350877192983,0.9649122807017544,0.19,3.0,1.0,73.5,21.9,43.1,40.3,Deep-Lying Creator,False,False
John McGinn,Aston Villa,Premier League,SCO,MF,31.0,28,2043,4,4,8,0.1762114537444934,0.1762114537444934,0.3524229074889868,1.2334801762114538,0.5286343612334802,0.0440528634361233,3.612334801762114,2.1145374449339207,0.18,5.0,0.0,64.8,70.9,35.3,62.3,Winger,False,False
Sinaly Diomande,Auxerre,Ligue 1,CIV,DF,25.0,23,2041,2,2,4,0.0881057268722467,0.0881057268722467,0.1762114537444934,0.3964757709251101,0.1762114537444934,0.13215859030837,0.0,1.145374449339207,0.22,4.0,1.0,54.5,37.5,76.9,66.5,Defensive Anchor,False,False
Mark Flekken,Leverkusen,Bundesliga,NED,GK,32.0,23,2039,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13215859030837,0.0,2.0,0.0,0.0,0.0,23.8,13.7,Goalkeeper,False,False
Diego Gómez,Brighton,Premier League,PAR,MF,23.0,30,2036,5,1,6,0.2212389380530973,0.0442477876106194,0.2654867256637168,1.8584070796460173,0.6194690265486725,0.0442477876106194,1.0176991150442478,0.4867256637168141,0.12,9.0,0.0,67.9,26.0,27.4,39.0,Deep-Lying Creator,False,False
Lautaro Martínez,Inter,Serie A,ARG,FW,28.0,28,2032,17,6,23,0.7522123893805309,0.2654867256637168,1.0176991150442478,4.070796460176991,1.725663716814159,0.0,0.7522123893805309,2.079646017699115,0.18,4.0,0.0,76.1,75.7,55.0,84.0,Complete Forward,False,True
Keven Schlotterbeck,Augsburg,Bundesliga,GER,DF,29.0,24,2031,0,1,1,0.0,0.0442477876106194,0.0442477876106194,0.5309734513274336,0.1327433628318584,0.1327433628318584,0.2654867256637168,0.8849557522123893,0.0,7.0,1.0,29.1,46.7,63.2,53.9,Defensive Anchor,False,False
Valentín Barco,Strasbourg,Ligue 1,ARG,MF,21.0,25,2021,1,4,5,0.0444444444444444,0.1777777777777777,0.2222222222222222,1.2,0.4444444444444444,0.0444444444444444,4.5777777777777775,2.7111111111111112,0.07,5.0,1.0,28.5,67.5,36.0,48.4,Winger,False,False
